borough,name,halal,restaurant_id,cuisine,rating,user_id,reviews,lat,lng,place_id
Redbrudge ,Lakers Chcken Seven Kings ,Yes,876,Fast Food,,,,51.47577317,-0.080698327,
Redbrudge ,Swirldrop Treats ,Yes,877,Café,,,,51.47577317,-0.080698327,
Redbrudge ,Central Lounge ,Yes,878,Pan Asian,,,,51.47577317,-0.080698327,
Redbrudge ,Griller Goodmayes ,Yes,879,Grill/Kebab,,,,51.47577317,-0.080698327,
Redbrudge ,Big Moe's Diner,Yes,880,American,,,,51.47577317,-0.080698327,
Redbrudge ,Roosters King ,Yes,881,Fast Food,,,,51.47577317,-0.080698327,
Redbrudge ,Spice Hut Ilford ,Yes,882,Fast Food,,,,51.47577317,-0.080698327,
Redbrudge ,Franzoos - Ilford ,Yes,883,Grill/Kebab,,,,51.47577317,-0.080698327,
Redbrudge ,Foody Hub Goodmayes ,Yes,884,Fast Food,,,,51.47577317,-0.080698327,
Redbrudge ,Emerald Café Bistro ,Yes,885,Café,,,,51.47577317,-0.080698327,
Richmond Upon Thames , Bill's Richmond Restaurant ,No,886,American,,,,51.48027,-0.23754,
Richmond Upon Thames ,The Ivy Richmond Brasserie ,No,887,Pan Asian,,,,51.48027,-0.23754,
Richmond Upon Thames ,The Petersham Restaurant ,No,888,Modern European,,,,51.48027,-0.23754,
Richmond Upon Thames ,Gaucho Richmond ,No,889,Steak,,,,51.48027,-0.23754,
Richmond Upon Thames ,Stein's Restaurant ,No,890,Modern European,,,,51.48027,-0.23754,
Richmond Upon Thames ,Sebastian Italian ,No,891,Italian ,,,,51.48027,-0.23754,
Richmond Upon Thames ,Tapas Brindisa Richmond,No,892,Modern European,,,,51.48027,-0.23754,
Richmond Upon Thames ,Chez Lindsay ,No,893,Modern European,,,,51.48027,-0.23754,
Richmond Upon Thames ,White Swan ,No,894,Modern European,,,,51.48027,-0.23754,
Richmond Upon Thames ,Scotts Richmond ,No,895,Modern European,,,,51.48027,-0.23754,
Richmond Upon Thames ,Buenos Aires Argentine Steakhouse Richmond ,No,896,Steak,,,,51.48027,-0.23754,
Richmond Upon Thames ,Riverhouse Restaurant ,No,897,Steak,,,,51.48027,-0.23754,
Richmond Upon Thames ,Cote Restaurant ,No,898,Modern European,,,,51.48027,-0.23754,
Richmond Upon Thames ,Beirut Street Kitchen ,Yes,899,Lebanese,,,,51.48027,-0.23754,
Richmond Upon Thames ,Rock and Rose Richmonod ,No,900,Modern European,,,,51.48027,-0.23754,
Richmond Upon Thames ,Cocotte Richmond ,Yes,901,Modern European,,,,51.48027,-0.23754,
Richmond Upon Thames ,White Cross,No,902,Modern European,,,,51.48027,-0.23754,
Richmond Upon Thames ,Saffron ,Yes,903,Meditarranean,,,,51.48027,-0.23754,
Richmond Upon Thames ,Roebuck ,No,904,Modern European,,,,51.48027,-0.23754,
Richmond Upon Thames ,Orange Tree,Yes,905,Modern European,,,,51.48027,-0.23754,
Richmond Upon Thames ,The Angel & Crown ,No,906,Modern European,,,,51.48027,-0.23754,
Richmond Upon Thames ,Wagamama - Richmond ,No,907,Japanese ,,,,51.48027,-0.23754,
Richmond Upon Thames ,Noci Richmond ,No,908,Japanese ,,,,51.48027,-0.23754,
Richmond Upon Thames ,The Alberts Deli,Yes,909,Café,,,,51.48027,-0.23754,
Richmond Upon Thames ,Nando's Richmond ,No,910,African,,,,51.48027,-0.23754,
Richmond Upon Thames ,Caffe Mamma ,No,911,Italian ,,,,51.48027,-0.23754,
Richmond Upon Thames ,Old Ship ,No,912,Modern European,,,,51.48027,-0.23754,
Richmond Upon Thames ,Leon Richmond ,Yes,913,Café,,,,51.48027,-0.23754,
Richmond Upon Thames ,Four Regions ,No,914,Chinese,,,,51.48027,-0.23754,
Richmond Upon Thames ,Chango Empanadas Richmond ,No,915,Steak,,,,51.48027,-0.23754,
Richmond Upon Thames ,Seaol Bites,Yes,916,Korean,,,,51.48027,-0.23754,
Richmond Upon Thames ,Raitakral Thai Richmond,Yes,917,Pan Asian,,,,51.48027,-0.23754,
Richmond Upon Thames ,Hanana Sushi ,Yes,918,Japanese ,,,,51.48027,-0.23754,
Richmond Upon Thames ,Thai Elephant Richmond ,No,919,Pan Asian,,,,51.48027,-0.23754,
Richmond Upon Thames ,Matsuba,No,920,Japanese ,,,,51.48027,-0.23754,
Richmond Upon Thames ,Lebanese Bites ,Yes,921,Lebanese,,,,51.48027,-0.23754,
Richmond Upon Thames ,Thai Upon Thames ,Yes,922,Pan Asian,,,,51.48027,-0.23754,
Richmond Upon Thames ,Mada Turkish Restaurant ,Yes,923,Turkish,,,,51.48027,-0.23754,
Richmond Upon Thames ,Chatora ,No,924,South Asian ,,,,51.48027,-0.23754,
Richmond Upon Thames ,Jojo's Peri Peri ,Yes,925,Fast Food,,,,51.48027,-0.23754,
Richmond Upon Thames ,Madhu's Brasserie Richmond ,Yes,926,South Asian ,,,,51.48027,-0.23754,
Richmond Upon Thames ,The Dragon Inn,No,927,Chinese,,,,51.48027,-0.23754,
Southwark ,Bala Baya Restaurant ,Yes,928,Mediterranean ,,,,51.50541,-0.08919,
Southwark ,Honest Burgers - Borough Market,No,929,Fast Food,,,,51.50541,-0.08919,
Southwark ,Caravan ,No,930,Modern European,,,,51.50541,-0.08919,
Southwark ,Arabica - Borough Market ,Yes,931,Café,,,,51.50541,-0.08919,
Southwark ,Hawksmoor - Borough Market,No,932,Steak,,,,51.50541,-0.08919,
Southwark ,Lantana London Bridge,No,933,Modern European,,,,51.50541,-0.08919,
Southwark ,The Breakfast Club - London Bridge ,No,934,American,,,,51.50541,-0.08919,
Southwark ,The Refinery ,No,935,Modern European,,,,51.50541,-0.08919,
Southwark ,Tas Restaurant ,Yes,936,Turkish,,,,51.50541,-0.08919,
Southwark ,Gourmet Bar London Bridge ,No,937,Modern European,,,,51.50541,-0.08919,
Southwark ,Black & Blue ,No,938,Steak,,,,51.50541,-0.08919,
Southwark ,Flat Iron - London Bridge ,No,939,Steak,,,,51.50541,-0.08919,
Southwark ,Applebee's - Fish and Seafood ,No,940,Mediterranean ,,,,51.50541,-0.08919,
Southwark ,Yen Burger ,Yes,941,Fast Food,,,,51.50541,-0.08919,
Southwark ,Nando's Southwark Arches,No,942,African,,,,51.50541,-0.08919,
Southwark ,Tonkotsu Riverside ,No,943,Modern European,,,,51.50541,-0.08919,
Southwark ,Mango Indian ,Yes,944,South Asian ,,,,51.50541,-0.08919,
Southwark ,Lobos Meat and Tapa,Yes,945,Steak,,,,51.50541,-0.08919,
Southwark ,Bao - Borough Market,Yes,946,Korean,,,,51.50541,-0.08919,
Southwark ,Tower Tandoori ,Yes,947,South Asian ,,,,51.50541,-0.08919,
Southwark ,Gaucho Tower Bridge ,No,948,Steak,,,,51.50541,-0.08919,
Southwark ,Carnival Pot ,No,949,Caribbean,,,,51.50541,-0.08919,
Southwark ,Seoul Tokyo ,Yes,950,Pan Asian,,,,51.50541,-0.08919,
Southwark ,Crystal China ,No,951,Chinese,,,,51.50541,-0.08919,
Southwark ,Wagamama - Bankside ,No,952,Japanese ,,,,51.50541,-0.08919,
Southwark ,Gunpowder Tower Bridge ,Yes,953,South Asian ,,,,51.50541,-0.08919,
Southwark ,Phat Bite Southwark ,Yes,954,Fast Food,,,,51.50541,-0.08919,
Southwark ,Honest burger - Waterloo,No,955,Fast Food,,,,51.50541,-0.08919,
Southwark ,Lokma Turkish Grill & Bar,Yes,956,Turkish,,,,51.50541,-0.08919,
Southwark ,Leon Bankside,No,957,Café,,,,51.50541,-0.08919,
Southwark ,Indian Gourmet ,Yes,958,South Asian ,,,,51.50541,-0.08919,
Southwark ,Gordon Ramsay Street Pizza- Southwark ,Yes,959,Fast Food,,,,51.50541,-0.08919,
Sutton ,Casa Nostra Restaurant ,No,960,Modern European,,,,51.48600417,-0.269183067,
Sutton ,Bab Bab Korean Restaurant ,No,961,Korean,,,,51.48600417,-0.269183067,
Sutton ,Spaghetti Tree,No,962,Italian ,,,,51.48600417,-0.269183067,
Sutton ,Tiempo Lounge ,No,963,Café,,,,51.48600417,-0.269183067,
Sutton ,Inaka ,Yes,964,Japanese ,,,,51.48600417,-0.269183067,
Sutton ,Kokoro Sutton ,Yes,965,Japanese ,,,,51.48600417,-0.269183067,
Sutton ,Sofra Grill ,Yes,966,Grill/Kebab,,,,51.48600417,-0.269183067,
Sutton ,Butterchurn ,Yes,967,Modern European,,,,51.48600417,-0.269183067,
Sutton ,Aya Lebanese Cuisine Suttom ,Yes,968,Lebanese,,,,51.48600417,-0.269183067,
Sutton ,Nando's Sutton ,No,969,African ,,,,51.48600417,-0.269183067,
Sutton ,Village Charcial Grill,Yes,970,Grill/Kebab,,,,51.48600417,-0.269183067,
Sutton ,Perizza,Yes,971,Italian ,,,,51.48600417,-0.269183067,
Sutton ,Poppins Sutton ,No,972,Café,,,,51.48600417,-0.269183067,
Sutton ,Dosa Bhavan Sutton ,Yes,973,South Asian ,,,,51.48600417,-0.269183067,
Sutton ,Ali Bey ,Yes,974,South Asian ,,,,51.48600417,-0.269183067,
Sutton ,Bangkok Pad Thai ,Yes,975,Pan Asian,,,,51.48600417,-0.269183067,
Sutton ,Crispy Dosa - Sutton ,Yes,976,South Asian ,,,,51.48600417,-0.269183067,
Sutton ,Old Bank Sutton ,No,977,Modern European,,,,51.48600417,-0.269183067,
Sutton ,The Tava Shop Sutton ,No,978,South Asian ,,,,51.48600417,-0.269183067,
Sutton ,Dallas Chcken & Ribs - Sutton ,Yes,979,Fast Food,,,,51.48600417,-0.269183067,
Sutton ,Lord Nelson ,No,980,Modern European,,,,51.48600417,-0.269183067,
Sutton ,Lahore Spices,Yes,981,South Asian ,,,,51.48600417,-0.269183067,
Sutton ,Jaffna Spice ,Yes,982,South Asian ,,,,51.48600417,-0.269183067,
Sutton ,Caffe Kiko ,Yes,983,Café,,,,51.48600417,-0.269183067,
Sutton ,Sam's Chicken Sutton,Yes,984,Fast Food,,,,51.48600417,-0.269183067,
Sutton ,Zaaffran Restaurant ,Yes,985,South Asian ,,,,51.48600417,-0.269183067,
Sutton ,Siam Signature Thai ,Yes,986,Pan Asian,,,,51.48600417,-0.269183067,
Sutton ,Heen's,Yes,987,South Asian ,,,,51.48600417,-0.269183067,
Sutton ,Chef Cheer,No,988,Mediterranean ,,,,51.48600417,-0.269183067,
Sutton ,Avra ,No,989,Mediterranean ,,,,51.48600417,-0.269183067,
Sutton ,Yummeal,Yes,990,Chinese ,,,,51.48600417,-0.269183067,
Sutton ,Sushi Tama,No,991,Japanese ,,,,51.48600417,-0.269183067,
Sutton ,The Sound Lounge ,No,992,Modern European,,,,51.48600417,-0.269183067,
Sutton ,Roti Masters,Yes,993,South Asian ,,,,51.48600417,-0.269183067,
Sutton ,New Golden Gate ,Yes,994,South Asian ,,,,51.48600417,-0.269183067,
Tower Hamlets ,The Ivy Canary Wharf,No,995,Pan Asian,,,,51.52022,-0.05431,
Tower Hamlets ,Coco Canary Wharf,Yes,996,Modern European,,,,51.52022,-0.05431,
Tower Hamlets ,Coco Tower Bridge ,Yes,997,Modern European,,,,51.52022,-0.05431,
Tower Hamlets ,Dishoom Canary Wharf,Yes,998,South Asian ,,,,51.52022,-0.05431,
Tower Hamlets ,Roka Canary Wharf,Yes,999,Japanese ,,,,51.52022,-0.05431,
Tower Hamlets ,Gaucho Canary Wharf,No,1000,Steak,,,,51.52022,-0.05431,
Tower Hamlets ,Hawksmoor Canary Wharf,No,1001,Steak,,,,51.52022,-0.05431,
Tower Hamlets ,Marugome Udon Canary Wharf,Yes,1002,Japanese ,,,,51.52022,-0.05431,
Tower Hamlets ,Mala ,Yes,1003,South Asian ,,,,51.52022,-0.05431,
Tower Hamlets ,Bokan 37,Yes,1004,Modern European,,,,51.52022,-0.05431,
Tower Hamlets ,Hazev,Yes,1005,Turkish,,,,51.52022,-0.05431,
Tower Hamlets ,Wagamama - Canary Wharf,No,1006,Japanese ,,,,51.52022,-0.05431,
Tower Hamlets ,Nando's Canary Wharf,Yes,1007,African ,,,,51.52022,-0.05431,
Tower Hamlets ,Moira Restaurant ,Yes,1008,Turkish,,,,51.52022,-0.05431,
Tower Hamlets ,Byblos Harbour ,Yes,1009,Lebanese,,,,51.52022,-0.05431,
Tower Hamlets ,Kyla's Café ,Yes,1010,Café,,,,51.52022,-0.05431,
Tower Hamlets ,Burger & Beyond ,Yes,1011,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Patty & Bun Canary Wharf,Yes,1012,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Farmer J - Canary Wharf ,Yes,1013,American,,,,51.52022,-0.05431,
Tower Hamlets ,Seoul Bird Canary Wharf,Yes,1014,Korean,,,,51.52022,-0.05431,
Tower Hamlets ,Smoke End Steakhouse ,Yes,1015,Steak,,,,51.52022,-0.05431,
Tower Hamlets ,Stroudley Grill & PFC,Yes,1016,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Sultan Sofrasi ,Yes,1017,Turkish,,,,51.52022,-0.05431,
Tower Hamlets ,Alanya Turkish With Fusion ,Yes,1018,Turkish,,,,51.52022,-0.05431,
Tower Hamlets ,Grounded ,Yes,1019,Café,,,,51.52022,-0.05431,
Tower Hamlets ,Meat Up ,Yes,1020,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Smoke and Pepper - Bow Triangle ,Yes,1021,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Bun & Sum - Bow Triangle ,Yes,1022,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Bun & Sum - Whitechapel,Yes,1023,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Holy Smokes BBQ,Yes,1024,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Hashtag Loaded ,Yes,1025,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Shish Turkish Restaurant,Yes,1026,Turkish,,,,51.52022,-0.05431,
Tower Hamlets ,Bow Grill ,Yes,1027,Grill/Kebab,,,,51.52022,-0.05431,
Tower Hamlets ,Nando's Mile End,Yes,1028,African ,,,,51.52022,-0.05431,
Tower Hamlets ,Mr Wong Wok & Box ,Yes,1029,Chinese,,,,51.52022,-0.05431,
Tower Hamlets ,Afrikana - Mile End,Yes,1030,African ,,,,51.52022,-0.05431,
Tower Hamlets ,The Munch Plug ,Yes,1031,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Adana Restaurant - Bethnal Green ,Yes,1032,Turkish,,,,51.52022,-0.05431,
Tower Hamlets ,Phatforlife,Yes,1033,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Simply Smashed ,Yes,1034,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Momlette,Yes,1035,South Asian ,,,,51.52022,-0.05431,
Tower Hamlets ,Al Safa Grill Mile End,Yes,1036,Grill/Kebab,,,,51.52022,-0.05431,
Tower Hamlets ,Efes Restaurant ,Yes,1037,Turkish,,,,51.52022,-0.05431,
Tower Hamlets ,Andy's Burgers ,Yes,1038,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Delizia ,Yes,1039,Café,,,,51.52022,-0.05431,
Tower Hamlets ,Tacosmash ,Yes,1040,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,KHF Stepney ,Yes,1041,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Johnny Walls ,Yes,1042,Café,,,,51.52022,-0.05431,
Tower Hamlets ,Sahara Grill Whitechapel ,Yes,1043,Grill/Kebab,,,,51.52022,-0.05431,
Tower Hamlets ,DanDan Restaurant ,Yes,1044,Chinese,,,,51.52022,-0.05431,
Tower Hamlets ,Tayyabs,Yes,1045,South Asian ,,,,51.52022,-0.05431,
Tower Hamlets ,Mr White's English Chophouse ,Yes,1046,Steak,,,,51.52022,-0.05431,
Tower Hamlets ,Chapati Man ,Yes,1047,South Asian ,,,,51.52022,-0.05431,
Tower Hamlets ,Du'aa Diner,Yes,1048,South Asian ,,,,51.52022,-0.05431,
Tower Hamlets ,Grounded London Whitechapel ,Yes,1049,Café,,,,51.52022,-0.05431,
Tower Hamlets ,Hichki ,Yes,1050,South Asian ,,,,51.52022,-0.05431,
Tower Hamlets ,Munch Yard,Yes,1051,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Bento Bab,Yes,1052,Korean,,,,51.52022,-0.05431,
Tower Hamlets ,The Burger Firm ,Yes,1053,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,The Hungry Cow ,Yes,1054,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Burgers LDN - Aldgate ,Yes,1055,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Mehmet Efendi ,Yes,1056,Turkish,,,,51.52022,-0.05431,
Tower Hamlets ,Café East ,Yes,1057,Café,,,,51.52022,-0.05431,
Tower Hamlets ,Fiore Deli Amore,Yes,1058,Italian ,,,,51.52022,-0.05431,
Tower Hamlets ,Mowchi Mile End ,Yes,1059,Korean,,,,51.52022,-0.05431,
Tower Hamlets ,Wok and Roll,Yes,1060,Pan Asian,,,,51.52022,-0.05431,
Tower Hamlets ,Bari Bari,Yes,1061,Korean,,,,51.52022,-0.05431,
Tower Hamlets ,The Sushi Bar,Yes,1062,Japanese ,,,,51.52022,-0.05431,
Tower Hamlets ,Chicos - Bricklane ,Yes,1063,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Kinkao,Yes,1064,Pan Asian,,,,51.52022,-0.05431,
Tower Hamlets ,Monster Burger -Whitechapel,Yes,1065,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Side Street Burgers Bricklane ,Yes,1066,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,The Ottoman Doner,Yes,1067,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Buddies ,Yes,1068,Fast Food,,,,51.52022,-0.05431,
Tower Hamlets ,Dulce Coffee London ,Yes,1069,Café,,,,51.52022,-0.05431,
Waltham Forest,The Kitchen ,Yes,1070,Modern European,,,,51.63061321,-0.016274914,
Waltham Forest,Gokyuzu Walthamstow,Yes,1071,Turkish,,,,51.63061321,-0.016274914,
Waltham Forest,Gunes Restauramt ,Yes,1072,Turkish,,,,51.63061321,-0.016274914,
Waltham Forest,Turtle Bay Walthamstow,No,1073,Caribbean,,,,51.63061321,-0.016274914,
Waltham Forest,The Lacy Nook,No,1074,Mediterranean ,,,,51.63061321,-0.016274914,
Waltham Forest,La Baita,Yes,1075,Turkish,,,,51.63061321,-0.016274914,
Waltham Forest,Etles Uyghur ,Yes,1076,Chinese,,,,51.63061321,-0.016274914,
Waltham Forest,Yasar's Kitchen ,Yes,1077,Turkish,,,,51.63061321,-0.016274914,
Waltham Forest,Mezze on the Green ,Yes,1078,Mediterranean ,,,,51.63061321,-0.016274914,
Waltham Forest,Filika Restaurant Wanstead,Yes,1079,Mediterranean ,,,,51.63061321,-0.016274914,
Waltham Forest,Otto Restaurant Bar,Yes,1080,Mediterranean ,,,,51.63061321,-0.016274914,
Waltham Forest,Yaz Restaurant,Yes,1081,Mediterranean ,,,,51.63061321,-0.016274914,
Waltham Forest,Franzos Walthamstow,Yes,1082,Grill/Kebab,,,,51.63061321,-0.016274914,
Waltham Forest,Taro Walthamstow ,No,1083,Japanese ,,,,51.63061321,-0.016274914,
Waltham Forest,Smart Buns Walthamstow,No,1084,Fast Food,,,,51.63061321,-0.016274914,
Waltham Forest,Forest Tandoori Walthamstow ,Yes,1085,South Asian ,,,,51.63061321,-0.016274914,
Waltham Forest,Lulyana Café,Yes,1086,Café,,,,51.63061321,-0.016274914,
Waltham Forest,Teras Restaurant ,Yes,1087,Turkish,,,,51.63061321,-0.016274914,
Waltham Forest,Nando's Walthamstow,Yes,1088,African ,,,,51.63061321,-0.016274914,
Waltham Forest,Chilli Flames,Yes,1089,Fast Food,,,,51.63061321,-0.016274914,
Waltham Forest,Bruce Burgers,No,1090,Fast Food,,,,51.63061321,-0.016274914,
Waltham Forest,Chopstix - Walthamstow,Yes,1091,Pan Asian,,,,51.63061321,-0.016274914,
Waltham Forest,Ting Tong Thai Café,No,1092,Pan Asian,,,,51.63061321,-0.016274914,
Waltham Forest,Oodles Wok Walthamstow,Yes,1093,Pan Asian,,,,51.63061321,-0.016274914,
Waltham Forest,Bim's Walthamstow ,Yes,1094,Fast Food,,,,51.63061321,-0.016274914,
Waltham Forest,Koz Restaurant ,Yes,1095,Mediterranean ,,,,51.63061321,-0.016274914,
Waltham Forest,Devran ,No,1096,Turkish ,,,,51.63061321,-0.016274914,
Waltham Forest,Roosters Piri Piri Walthamstow ,Yes,1097,Fast Food,,,,51.63061321,-0.016274914,
Wandsworth ,Hotaru,No,1098,Japanese ,,,,51.45682,-0.19452,
Wandsworth ,Smoky Boys Wandsworth,Yes,1099,Fast Food,,,,51.45682,-0.19452,
Wandsworth ,Banana Tree Batterseaa,Yes,1100,Pan Asian,,,,51.45682,-0.19452,
Wandsworth ,Wagamama - Wandsworth,No,1101,Japanese ,,,,51.45682,-0.19452,
Wandsworth ,Sushi Moka ,Yes,1102,Japanese ,,,,51.45682,-0.19452,
Wandsworth ,Numero Uno,No,1103,Italian ,,,,51.45682,-0.19452,
Wandsworth ,Palm Riverside Wandsworth,Yes,1104,Lebanese,,,,51.45682,-0.19452,
Wandsworth ,Nando's Wandsworth,No,1105,African ,,,,51.45682,-0.19452,
Wandsworth ,Nando's Battersea,No,1106,African ,,,,51.45682,-0.19452,
Wandsworth ,Coppa Club Putney,Yes,1107,Modern European,,,,51.45682,-0.19452,
Wandsworth ,Megan's Battersea Power Station,No,1108,Modern European,,,,51.45682,-0.19452,
Wandsworth ,Dishoom Battersea,Yes,1109,South Asian ,,,,51.45682,-0.19452,
Wandsworth ,Solis Battersea,Yes,1110,Modern European,,,,51.45682,-0.19452,
Wandsworth ,Noci Battersea,Yes,1111,Japanese ,,,,51.45682,-0.19452,
Wandsworth ,Tasha's Battersea,Yes,1112,African ,,,,51.45682,-0.19452,
Wandsworth ,Roti King Battersea,Yes,1113,South Asian ,,,,51.45682,-0.19452,
Wandsworth ,Cinnamon Kitchen ,Yes,1114,South Asian ,,,,51.45682,-0.19452,
Wandsworth ,The Alchemist Battersea,No,1115,Modern European,,,,51.45682,-0.19452,
Wandsworth ,Bao Battersea,No,1116,Pan Asian,,,,51.45682,-0.19452,
Wandsworth ,Gordon Ramsay Street Pizza - Battersea,Yes,1117,Modern European,,,,51.45682,-0.19452,
Wandsworth ,Cheatmeals Battersea,Yes,1118,Fast Food,,,,51.45682,-0.19452,
Wandsworth ,Kibou Japanese ,No,1119,Japanese ,,,,51.45682,-0.19452,
Wandsworth ,Kizana ,No,1120,Japanese ,,,,51.45682,-0.19452,
Wandsworth ,Bangkok Bay ,No,1121,Pan Asian,,,,51.45682,-0.19452,
Wandsworth ,Wagamama Battersea Power Station ,No,1122,Japanese ,,,,51.45682,-0.19452,
Wandsworth ,Pad Thai Story ,No,1123,Pan Asian,,,,51.45682,-0.19452,
Westminister ,Sapori ,Yes,1124,Italian ,,,,51.5001,-0.12803,
Westminister ,Bon Gusto ,No,1125,Italian ,,,,51.5001,-0.12803,
Westminister ,Mio Restaurant & Bar,No,1126,Italian ,,,,51.5001,-0.12803,
Westminister ,Quilon,Yes,1127,South Asian ,,,,51.5001,-0.12803,
Westminister ,Noble Palace ,No,1128,Chinese ,,,,51.5001,-0.12803,
Westminister ,Bill's Victoria Restaurant ,No,1129,Modern European,,,,51.5001,-0.12803,
Westminister ,Gianni's ,No,1130,Italian ,,,,51.5001,-0.12803,
Westminister ,The Ivy Victoria ,Yes,1131,Pan Asian,,,,51.5001,-0.12803,
Westminister ,The Curry Room ,Yes,1132,South Asian ,,,,51.5001,-0.12803,
Westminister ,Lebanese Gardens ,Yes,1133,lebanese,,,,51.5001,-0.12803,
Westminister ,Sheesh ,Yes,1134,Mediterranean ,,,,51.5001,-0.12803,
Westminister ,The Ritz,Yes,1135,Modern European,,,,51.5001,-0.12803,
Westminister ,Thai Square ,No,1136,Pan Asian,,,,51.5001,-0.12803,
Westminister ,Flat Iron - Covent Garden ,No,1137,Steak,,,,51.5001,-0.12803,
Westminister ,Gaucho - Covent Garden ,No,1138,Steak,,,,51.5001,-0.12803,
Westminister ,Dishoom Covent Garden ,Yes,1139,South Asian ,,,,51.5001,-0.12803,
Westminister ,Christophers ,Yes,1140,Modern European,,,,51.5001,-0.12803,
Westminister ,Ave Mario ,No,1141,Italian ,,,,51.5001,-0.12803,
Westminister ,Paro Covent Garden ,Yes,1142,South Asian ,,,,51.5001,-0.12803,
Westminister ,Browns Covent Garden ,No,1143,Café,,,,51.5001,-0.12803,
Westminister ,Apple Butter,Yes,1144,Café,,,,51.5001,-0.12803,
Westminister ,Violas ,Yes,1145,Café,,,,51.5001,-0.12803,
Westminister ,Banana Tree Covent Garden ,Yes,1146,Pan Asian,,,,51.5001,-0.12803,
Westminister ,Yori ,Yes,1147,Japanese ,,,,51.5001,-0.12803,
Westminister ,Buns and Buns ,Yes,1148,Korean ,,,,51.5001,-0.12803,
Westminister ,Meat Bros ,Yes,1149,Steak,,,,51.5001,-0.12803,
Westminister ,Hayat Paddington,Yes,1150,Turkish,,,,51.5001,-0.12803,
Westminister ,Mihbaj ,Yes,1151,Turkish,,,,51.5001,-0.12803,
Westminister ,Bonata,No,1152,Modern European,,,,51.5001,-0.12803,
Westminister ,Angus Steakhouse Paddington ,No,1153,Steak,,,,51.5001,-0.12803,
Westminister ,Vapiano Paddington ,Yes,1154,Italian ,,,,51.5001,-0.12803,
Westminister ,Zanchi Korean Restaurant ,No,1155,Korean ,,,,51.5001,-0.12803,
Westminister ,Pearl Liang ,No,1156,Chinese ,,,,51.5001,-0.12803,
Westminister ,Wagamama Paddington ,No,1157,Japanese ,,,,51.5001,-0.12803,
Westminister ,Milk Beach Soho ,Yes,1158,Café,,,,51.5001,-0.12803,
Westminister ,Barrafina Dean Street,Yes,1159,Modern European,,,,51.5001,-0.12803,
Westminister ,Assa,Yes,1160,Korean ,,,,51.5001,-0.12803,
Westminister ,Dirty Bones ,Yes,1161,Pan Asian,,,,51.5001,-0.12803,
Westminister ,Bao Soho ,Yes,1162,Korean ,,,,51.5001,-0.12803,
Westminister ,Banana Tree Soho ,Yes,1163,Pan Asian,,,,51.5001,-0.12803,
Westminister ,Le Bab Soho,Yes,1164,Mediterranean ,,,,51.5001,-0.12803,
Westminister ,The Chicken Shop ,Yes,1165,Fast Food,,,,51.5001,-0.12803,
Westminister ,Kapara Soho ,Yes,1166,Mediterranean ,,,,51.5001,-0.12803,
Westminister ,Koya Soho ,Yes,1167,Pan Asian,,,,51.5001,-0.12803,
Westminister ,Dishoom Carnaby ,Yes,1168,South Asian ,,,,51.5001,-0.12803,
Westminister ,Fuwa Fuwa ,Yes,1169,Korean ,,,,51.5001,-0.12803,
Westminister ,Hefaure ,Yes,1170,Korean ,,,,51.5001,-0.12803,
Westminister ,PF Changs ,Yes,1171,Chinese ,,,,51.5001,-0.12803,
Westminister ,EL&N Café,Yes,1172,Café,,,,51.5001,-0.12803,
Westminister ,Bone Daddies Soho ,Yes,1173,Pan Asian,,,,51.5001,-0.12803,
Westminister ,Walk to Wok Oxford Circus,Yes,1174,Pan Asian,,,,51.5001,-0.12803,
Westminister ,Sofra Restaurant ,Yes,1175,Turkish,,,,51.5001,-0.12803,
Westminister ,Gopal's Corner ,Yes,1176,South Asian ,,,,51.5001,-0.12803,
Westminister ,The Burgeri ,Yes,1177,Fast Food,,,,51.5001,-0.12803,
Westminister ,Alto By San Carlo ,Yes,1178,Italian ,,,,51.5001,-0.12803,
Westminister ,Drunch Oxford Circus,Yes,1179,Café,,,,51.5001,-0.12803,
Westminister ,Crome ,Yes,1180,Café,,,,51.5001,-0.12803,
