borough,name,halal,restaurant_id,cuisine,rating,user_id,reviews,lat,lng,place_id
Westminister ,Busaba St Christopher's Place,Yes,1181,Pan Asian,,,,51.5001,-0.12803,
Westminister ,Harry's Marylebone,No,1182,Modern European,,,,51.5001,-0.12803,
Westminister ,Filli Café,Yes,1183,Café,,,,51.5001,-0.12803,
Westminister ,Jak's Mayfair ,Yes,1184,Modern European,,,,51.5001,-0.12803,
Westminister ,Kahani ,Yes,1185,South Asian ,,,,51.5001,-0.12803,
Westminister ,The Ivy Asia Mayfair ,Yes,1186,Pan Asian,,,,51.5001,-0.12803,
Westminister ,Bone Daddies Bond Street,Yes,1187,Pan Asian,,,,51.5001,-0.12803,
Westminister ,Patty & Bun James Street,Yes,1188,Fast Food,,,,51.5001,-0.12803,
Westminister ,Zula Marble Arch ,Yes,1189,Fast Food,,,,51.5001,-0.12803,
Westminister ,Dave's Hot Chicken ,Yes,1190,Fast Food,,,,51.5001,-0.12803,
Westminister ,Wingsman ,Yes,1191,Fast Food,,,,51.5001,-0.12803,
Westminister ,Franksters,Yes,1192,Fast Food,,,,51.5001,-0.12803,
Westminister ,Slims Chicken - Bond Street,Yes,1193,Fast Food,,,,51.5001,-0.12803,
Westminister ,Coqfighter Soho,Yes,1194,Fast Food,,,,51.5001,-0.12803,
Westminister ,Fat Punditt,Yes,1195,Pan Asian,,,,51.5001,-0.12803,
Westminister ,Rasa Sayang ,Yes,1196,South Asian ,,,,51.5001,-0.12803,
Westminister ,Bunsik - China Town ,Yes,1197,Korean ,,,,51.5001,-0.12803,
Westminister ,1947,Yes,1198,South Asian ,,,,51.5001,-0.12803,
Westminister ,Hankies,Yes,1199,South Asian ,,,,51.5001,-0.12803,
Westminister ,Roti Chai,Yes,1200,South Asian ,,,,51.5001,-0.12803,
Westminister ,Farzi Café,Yes,1201,South Asian ,,,,51.5001,-0.12803,
Westminister ,Mozart Concierge,Yes,1202,Café,,,,51.5001,-0.12803,
Westminister ,Bafarat Soho,Yes,1203,Café,,,,51.5001,-0.12803,
Westminister ,Kula Café - Bond Street ,Yes,1204,Café,,,,51.5001,-0.12803,
Westminister ,Boulevard London - Regents Park ,Yes,1205,Café,,,,51.5001,-0.12803,
Westminister ,Fait Maison - Bond Street,Yes,1206,Mediterranean ,,,,51.5001,-0.12803,
Westminister ,The Ivy City Garden ,Yes,1207,Pan Asian,,,,51.5001,-0.12803,
City of London ,The Ivy Asia St Paul's ,Yes,1208,Pan Asian,,,,51.5205,-0.09743,
City of London ,Humble Grape ,Yes,1209,Modern European,,,,51.5205,-0.09743,
City of London ,Shiro Sushi ,Yes,1210,Japanese ,,,,51.5205,-0.09743,
City of London ,Duck and Waffle ,Yes,1211,Modern European,,,,51.5205,-0.09743,
City of London ,Sushi Samba ,Yes,1212,Japanese ,,,,51.5205,-0.09743,
City of London ,Patty & Bun Liverpool Street ,Yes,1213,Fast Food,,,,51.5205,-0.09743,
City of London ,Shoryu Ramen ,No,1214,Pan Asian,,,,51.5205,-0.09743,
City of London ,Haz ,Yes,1215,Turkish,,,,51.5205,-0.09743,
City of London ,Eataly London ,No,1216,Italian ,,,,51.5205,-0.09743,
City of London ,Piccolino Exchange Square,Yes,1217,Italian ,,,,51.5205,-0.09743,
City of London ,Roti King ,Yes,1218,South Asian ,,,,51.5205,-0.09743,
City of London ,Cinnamon Kitchen ,Yes,1219,South Asian ,,,,51.5205,-0.09743,
City of London ,Baraka Restaurant London ,Yes,1220,Turkish,,,,51.5205,-0.09743,
City of London ,Mumbai Sqaure,Yes,1221,South Asian ,,,,51.5205,-0.09743,
City of London ,Honest Burgers Spitalfields,No,1222,Fast Food,,,,51.5205,-0.09743,
City of London ,14 Hills,No,1223,Modern European,,,,51.5205,-0.09743,
City of London ,Searcys at The Gherkin,No,1224,Modern European,,,,51.5205,-0.09743,
City of London ,Brigadiers,Yes,1225,South Asian ,,,,51.5205,-0.09743,
City of London ,Bengal Tiger,Yes,1226,South Asian ,,,,51.5205,-0.09743,
